gnd_id,german_name,related_subjects
4542788-4,Schmelzschupper,"Knochenfische,Klasse"
4542809-8,Oxyteuthis,Belemniten
4542811-6,Neokom,Unterkreide
4543926-6,Mastodon Zoologie,Rüsseltiere
4544298-8,Mosasaurus,Lepidosaurier
4548229-9,Stegosaurus stenops,
4548233-0,Stegosauria,Ornithischia
4548235-4,Theropoda,Saurischia
4548377-2,Neoselachii,Fossile Haie
4548566-5,Haploaceratherium,
4550862-8,Cytheracea,
4552088-4,Urtapir,Fossile Säugetiere
4552750-7,Fossile Walnussgewächse,Walnussgewächse | Fossile Pflanzen
4555317-8,Fossile Spinnentiere,Spinnentiere | Fossile Tiere
4555319-1,Fossile Krebstiere,Krebstiere | Fossile Tiere
4555322-1,Fossile Gefäßpflanzen,Gefäßpflanzen | Fossile Pflanzen
4556409-7,Ediacara-Fauna,
4556661-6,Keichousaurus hui,
4557647-6,Fossile Einzeller,Einzeller
4557648-8,Fossile Prokaryoten,Prokaryoten
4557650-6,Fossile Blüte,Blüte
4558258-0,Teredinidae,
4558260-9,Bohrspur,Spur | Spurenfossil | Endolith
4561462-3,Pelanomoden,Fossile Vierfüßer
4561463-5,Rhachiocephalus,Fossile Vierfüßer
4565768-3,Kleinflusspferd,
4567276-3,Terebratula pumilio,
4575123-7,Adapis,Fossile Halbaffen
4575151-1,Taeniodonta,Plazentatiere
4579002-4,Protoavis texensis,Fossile Vögel
4579302-5,Stachelhaie,Fossile Fische
4580789-9,Schill,
4580978-1,Paddelechsenartige,Fossile Reptilien
4581967-1,Globorilusopsis,
4581968-3,Simoniceras,
4582954-8,Pulchelliidae,Fossile Kopffüßer
4583857-4,Elefantenfuß-Dinosaurier,
4584135-4,Archaeopteryx bavarica,
4585302-2,Fossile Doppelfüßer,Doppelfüßer | Fossile Tiere
4585642-4,Thanatozönose,Paläontologie
4587042-1,Receptaculiten,
4592687-6,Plesiosaurier,Saurier
4593644-4,Confuciusornithidae,
4600896-2,Nisidorcas planicornis,Fossile Wiederkäuer
4602034-2,Dryolestidae,Fossile Säugetiere
4604085-7,Mesosaurier,
4604240-4,Orthophragminidae,Fossile Foraminiferen
4605822-9,Epiaceratherium,Fossile Säugetiere
4605823-0,Eggysodon,Fossile Säugetiere
4606815-6,Acanthoceratidae,Fossile Weichtiere
4607567-7,Fossile Moostierchen,Moostierchen | Fossile Tiere | Fossiles Benthos
4609156-7,Holocephali,Knorpelfische
4610335-1,Riesenalk,
4610516-5,Stereospondyli,Fossile Lurche
4613988-6,Kryptobaatar dashzevegi,Fossile Säugetiere
4619334-0,Deinotherium,
4619474-5,Lepidophyten,Fossile Pflanzen
4621158-5,Aeshnoptera,Fossile Libellen
4626039-0,Propalaeotherium parvulum,Fossile Pferde
4627745-6,Anthracobunodon weigelti,
4627748-1,Propalaetherium hassicum,
4629066-7,Agnostida,
4629089-8,Anaethalion,Fossile Strahlenflosser | Fossile Tiere
4629090-4,Antiarchi,
4636687-8,Daonella,
4636771-8,Pteranodon,Flugsaurier
4650494-1,Cricetodon,
4651524-0,Friedrich-von-Alberti-Preis,"Paläontologie | Preis,Auszeichnung"
4653835-5,Fossile Nautiloidea,Nautiloidea | Fossile Tiere
4653837-9,Fossile Paarhufer,Paarhufer | Fossile Tiere
4655848-2,Ebrachosaurus,
4657250-8,Fossile Haarsterne,Haarsterne | Fossile Stachelhäuter
4659079-1,Ceratites,Fossile Weichtiere
4661226-9,Metaxytherium krahuletzi,Fossile Seekühe
4662967-1,Behemotops,
4663149-5,Litopterna,Fossile Säugetiere
4671732-8,Polyphysa cliftonii,Fossile Algen
4676419-7,Anhanguera piscator,
4677482-8,Allosaurus,
4687828-2,Refugium,"Areal,Biologie"
4691682-9,Cyamodus hildegardis,Fossile Reptilien
4691685-4,Pachyrhachis problematicus,Fossile Reptilien
4691686-6,Placochelys placodonta,Fossile Reptilien
4695798-4,Horodyskia moniliformis,
4700488-5,Cladiscitidae,
4703619-9,Phosphatocopina,Fossile Krebstiere | Mikrofossil
4704596-6,Thalattosaurier,Fossile Reptilien
4711683-3,Strophomenida,Fossile Armfüßer
4713148-2,Eulipotyphla,Fossile Säugetiere
4721461-2,Höhlentiger,Höhlenlöwe
4723236-5,Dechenellidae,Trilobiten
4727853-5,Eospinus daniltshenkoi,Fossile Fische
4730768-7,Fossile Strahlentierchen,Fossile Einzeller | Strahlentierchen
4731183-6,Perisphinctaceae,
4733926-3,Apternodus,
4737037-3,Eurypterida,Fühlerlose
4740616-1,Tyrannosaurus rex,
4740642-2,Calsoyasuchus valliceps,
4740653-7,Heterocorallia,
4745596-2,Ceratites dorsoplanus,
4745615-2,Orthosphinctes suevicus,
4745616-4,Katosira undulata,Fossile Schnecken
4750377-4,Fossile Nashörner,Nashörner | Fossile Tiere
4750826-7,Karolinasittich,
4762542-9,Fossile Libellen,Fossile Tiere | Libellen
4762543-0,Fossile Frösche,"Frösche,Familie | Fossile Tiere"
4763271-9,Aeschnidiidae,Fossile Libellen
4765785-6,Monoplacophora,
4770256-4,Acastavinae,Trilobiten
4774385-2,Lithostrotionella,Fossile Korallen
4775628-7,Mixosaurus kuhnschnyderi,
4775629-9,Phalarodon,
4778556-1,Metengonoceras,
4778676-0,Microchoeridae,
4785597-6,Fossile Kleinsäuger,Kleinsäuger | Fossile Tiere
4785605-1,Fossile Herbivoren,Herbivoren | Fossile Tiere
4786349-3,Fossile Krokodile Ordnung,"Krokodile,Ordnung | Fossile Tiere"
4786351-1,Fossile Kieselalgen,Fossile Algen | Kieselalgen
4788063-6,Fossile Seeigel,Fossile Stachelhäuter | Seeigel
4788253-0,Fossile Bären,"Bären,Familie | Fossile Tiere"
4788254-2,Fossile Katzen,"Katzen,Familie | Fossile Tiere"
4790751-4,Biostrom,Bioherm
4793360-4,Albanerpetontidae,Fossile Lurche | Fossile Tiere
4803921-4,Maniraptora,
4806686-2,Fossile Stachelhäuter,Stachelhäuter | Fossile Tiere
4808174-7,Fossile Schildkröten,Schildkröten | Fossile Reptilien
4811197-1,Archegosaurus decheni,
4812074-1,Fossile Echsen,Fossile Reptilien | Echsen
4812076-5,Ornatocephalus metzleri,Fossile Echsen
4814446-0,Plateosaurus engelhardti,
4824189-1,Cymaceras,Fossile Kopffüßer
4835222-6,Arthropleurida,Fossile Tausendfüßer
4835225-1,Fossile Tausendfüßer,Tausendfüßer | Fossile Gliederfüßer
4835230-5,Fossile Gliederfüßer,Gliederfüßer | Fossile Tiere
4837565-2,Dromornithidae,Fossile Vögel
4837673-5,Chirotherium,Fossile Wirbeltiere
4839784-2,Drepanosauridae,Fossile Reptilien
4845006-6,Eupodophis,Fossile Schlangen
4845239-7,Fossile Schlangen,Fossile Reptilien | Schlangen
4997042-2,Bennettitales,
7515788-3,Leperditicopida,Fossile Muschelkrebse
7517878-3,Saurorhynchus brevirostris,Fossile Fische
7518642-1,Ichthyornis,Fossile Vögel
7539111-9,Fossile Haie,"Fossile Fische | Haie,Ordnung"
7539160-0,Exelissa neubaueri,Fossile Schnecken
7541749-2,Sarcosuchus imperator,"Fossile Krokodile,Ordnung"
7543045-9,Proconsul Paläontologie,
7559306-3,Albertosaurus,
7568025-7,Fossile Fregattvögel,Fregattvögel | Fossile Tiere
7571490-5,Eudimorphodon,Flugsaurier
7584931-8,Fossile Nadelgehölze,Nadelgehölze | Fossile Gehölze
7585149-0,Fossile Hyänen,Fossile Tiere | Hyänen
7590760-4,Struthiosaurus austriacus,Ankylosauria
7593751-7,Haramyidae,Fossile Säugetiere
7606028-7,Adapidae,
7625727-7,Fossile Elefanten,Elefanten | Fossile Tiere
7625729-0,Fossile Hirsche,Hirsche | Fossile Tiere
7631018-8,Styracosaurus,
7631020-6,Trilophosaurus,
7634422-8,Fossile Spinnen,Fossile Tiere
7644875-7,Fossile Dinoflagellaten,Fossile Algen | Dinoflagellaten
7655467-3,Fossile Netzflügler,Fossile Insekten
7672482-7,Darwinius masillae,Fossile Säugetiere
7681621-7,Eryops,Labyrinthzähner | Fossile Lurche
7688820-4,Tempskya Corda,Baumfarne | Fossile Pflanzen
7691743-5,Synapsida,
7696899-6,Allotherien,Fossile Säugetiere
7709697-6,Sparassodonta,Fossile Beuteltiere
7709701-4,Arctodictis,Fossile Beuteltiere
7715371-6,Cupressocrinites inflatus,Fossile Haarsterne
7842535-9,Scipionyx samniticus,Coelurosauria
7842536-0,Coelurosauria,Theropoda
7846351-8,Besuchersteinbruch,Steinbruch
7864598-0,Barthelopteris germarii,Samenfarne
1022246321,Amaltheus,Ammoniten
1024027740,Ankylosauria,
1024027759,Saichania chulsanensis,
1024785203,Paläontologin,Geowissenschaftlerin | Paläontologe
102544647X,Deinosuchus,"Fossile Krokodile,Ordnung"
1026091942,Fossile Zypressengewächse,Fossile Pflanzen | Zypressengewächse
1026317134,Fossile Nesseltiere,Fossile Tiere | Nesseltiere
1026447410,Fossile Mimosengewächse,Fossile Pflanzen | Mimosengewächse
1028890834,Atrypa,Armfüßer
103198643X,Symmetrodonta,Fossile Säugetiere
1031986480,Eurylambda aequicrurius,Symmetrodonta
1031986855,Rhineuridae,Doppelschleichen
1031987002,Triconodonta,Fossile Säugetiere
1032237511,Desmoceratoidea,Ammoniten
1034485466,Westphaliasaurus,Plesiosaurier
103560762X,Ladinischer Bär,"Bären,Familie | Fossile Bären | Höhlenbär"
1035607816,Gamssulzenbär,"Bären,Familie | Fossile Bären | Höhlenbär"
1035607921,Rameschbär,"Bären,Familie | Fossile Bären | Höhlenbär"
1041812671,Williamsoniaceae,
104254333X,Dinocerata,Fossile Säugetiere
1042924287,Fossile Seekühe,Seekühe | Fossile Säugetiere
1048167356,Arthropleura,Arthropleurida
1052753906,Neurodontopteris auriculata,Samenfarne
1052754791,Friedsellowia gracilifolia,Gnetales
1052756603,Fossillagerstätte,
1052758207,Fossile Rüsseltiere,Rüsseltiere
1052758282,Eritherium azzouzorum,Fossile Rüsseltiere
106684240X,Microcetus ambiguus,Zahnwale | Fossile Wale
1066842485,Eosqualodon langewieschei,Zahnwale | Fossile Wale
1066842647,Anomotherium langewieschei,Gabelschwanz-Seekühe | Fossile Seekühe
1081449195,Diadectomorpha,Saurier
1101962496,Fossile Kieferngewächse,Kieferngewächse | Fossile Pflanzen
1101963468,Fossile Mottenmücken,Mottenmücken | Fossile Insekten
1101964723,Megacricetodon,Fossile Nagetiere
1113682744,Wiehenvenator albati,Saurier
1116612852,Mylodon,Faultiere
1122659431,Fossile Farne,Fossile Pflanzen | Fossile Gefäßpflanzen | Farne
1122659687,Odontopteris reichiana,Samenfarne
1122659806,Cyrillopteris,Samenfarne
112266186X,Clathropteris meniscioides,Fossile Farne
1125153415,Maiasaura,Ornithischia
1129383946,Plesiogulo,Fossile Raubtiere
1132171237,Cynodontia,Raubtierzähner
1132173361,Pachydiscus seppenradensis,Ammoniten
1136634010,Trachinus minutus,Fossile Fische
1136638636,Hoplitomeryx,Fossile Wiederkäuer
1136638806,Hoplitomerycidae,Fossile Wiederkäuer
1152353640,Phytosaurier,Archosauria
1168851904,Acanthopleuroceras maugenesti,Ammoniten
1176669508,Heliolites,Tabulata | Fossile Korallen
1178364712,Palaeocarcharias,Fossile Haie
1183332467,Koprolith Paläontologie,Fossil
1191785904,Pseudokatosira Gattung,Fossile Schnecken
1191795128,Isocrinus basaltiformis,
1214607195,Compsognathus,
1214607667,Plateosaurus,
1219995940,Hyotheriinae,"Fossile Schweine,Familie"
1219996092,Fossile Schweine Familie,"Schweine,Familie | Fossile Tiere"
121999636X,Doliochoeridae,Fossile Paarhufer
1219996475,Fossile Huftiere,Fossile Tiere | Huftiere
1223489019,Entelodon,Schweineartige | Oligozän
1224709683,Europäischer Waldelefant,Elefanten
1225303168,Steppenmammut,Elefanten | Ausgestorbene Tiere
1229008896,Torvosaurus,Theropoda
1236763025,Mastodonten,"Rüsseltiere | Mastodon,Zoologie | Fossile Rüsseltiere"
1238193889,Jovellaniidae,Nautiloidea | Fossile Kopffüßer
1238715680,Parapuzosia leptophylla,Ammoniten
1238738656,Namuropyge,Trilobiten
1239145411,Fossile Harze,Harze
1239704844,Fossiles Riff,Riff
1257383558,Fossile Landschnecken,Fossile Schnecken
1258281775,Fossile Altweltaffen,Fossile Tiere | Altweltaffen
1259858618,Palaeobatrachus,Fossile Frösche
1259897397,Palaeobatrachidae,Fossile Frösche
1279008199,Fossile Halbaffen,Halbaffen | Fossile Tiere
1279105704,Fossile Wühlmäuse,Fossile Tiere | Wühlmäuse
127911181X,Fossile Strahlenflosser,Fossile Tiere | Strahlenflosser
1286715245,Homotherium,Säbelzahnkatzen | Fossile Katzen
4011254-8,Decke Geologie,
4015134-7,Erdbeben,Naturkatastrophe | Seismizität
4015169-4,Erdkruste,Kruste | Lithosphäre
4015173-6,Erdmagnetismus,Magnetismus | Geophysik | Geomagnetik
4015205-4,Erdrotation,Drehung
4020212-4,Geodynamik,Dynamik
4020226-4,Geologe,Geowissenschaftler | Geologin
4020227-6,Geologie,Geowissenschaften
4020252-5,Geophysik,Geowissenschaften
4020255-0,Geopotential,
4020285-9,Geothermik,Geothermische Energie | Geotechnik
4020286-0,Geothermische Energie,Energie | Wärme | Erneuerbare Energien | Geothermik
4020945-3,Gezeiten,Gezeitenstrom
4026307-1,Hydrogeologie,Angewandte Geologie | Geologie
4032288-9,Kontinentalverschiebung,
4036999-7,Magnetische Anomalie,
4038316-7,Meeresgeologie,Geologie
4045886-6,Fotogeologie,Geologie
4046317-5,Plattentektonik,"Tektonik | Platte,Geologie"
4052308-1,Schicht Geologie,"Schichtung,Geologie"
4053934-9,Schwereanomalie,Schwere
4054548-9,Senkung Tektonik,
4059351-4,Tektonik,Strukturgeologie
4064081-4,Vulkanismus,Magmatismus | Vulkan | Vulkanologie
4113457-6,Erdmagnetische Störung,Erdmagnetismus
4116468-4,Seismometrie,
4120841-9,Aeromagnetik,Erdmagnetismus | Geomagnetik
4122049-3,Angewandte Geophysik,Geophysik
4123901-5,Paläogeothermik,Geothermik
4124846-6,Erdbebenvorhersage,Prognose
4125679-7,Anthropogeologie,
4126818-0,Seismizität,Erdbeben
4126903-2,Geomechanik,Mechanik
4127744-2,Migration Geologie,
4131090-1,Polwanderung,Polbewegung
4131258-2,Magmatismus,
4132347-6,Wärmehaushalt,Energiehaushalt | Strahlungsbilanz
4132465-1,Schwere,Gravitation
4132709-3,Grundgebirge,Deckgebirge
4132781-0,Gräfenberg-Array,Seismischer Array
4132782-2,Seismischer Array,
4135270-1,Dynamotheorie,Magnetohydrodynamik
4135906-9,Paläohydrogeologie,Hydrogeologie | Hydrologie
4136115-5,Verwerfung,"Störung,Geologie"
4137395-9,Faltentektonik,Tektonik
4137466-6,Halokinese,
4137469-1,Salztektonik,Tektonik
4138666-8,Eruption,Naturkatastrophe | Vulkanismus
4138985-2,Erdmantel,
4138986-4,Neotektonik,Tektonik
4138998-0,Gravimetrie,Geodäsie
4139000-3,Landhebung,
4140673-4,Kristallin,Grundgebirge
4141772-0,Aktuogeologie,Geologie
4142436-0,Angewandte Geologie,Geologie
4142676-9,Antiklinale,Synklinale
4143014-1,Arkogenese,Orogenese
4143417-1,Aufschiebung,Überschiebung
4143419-5,Aufschluss Geologie,Geologische Stätte
4143677-5,Auswürfling,
4144249-0,Becken Geologie,Geologische Struktur
4146023-6,Blockbild,
4146031-5,Meeresmolasse,Molasse
4146035-2,Blockgletscher,Gletscher
4146728-0,Bruchtektonik,Tektonik
4149786-7,Differentiation Geologie,
4150904-3,Durchtrennungsgrad,Geomechanik
4151527-4,Eisenerzformation,
4152551-6,Epizentrum,Erdbebenherd
4152638-7,Erdbebenherd,Erdbeben
4152643-0,Erdbebenwarte,
4152644-2,Erdbebenwelle,Seismische Welle
4152645-4,Erdbebenzone,
4152656-9,Erdelektrizität,Elektrizität
4152669-7,Erdgezeiten,Gezeiten
4152671-5,Erdgezeitenanomalie,"Anomalie,Geophysik"
4152673-9,Erdinneres,
4152675-2,Erdkern,
4152678-8,Erdmagnetische Pulsation,Erdmagnetische Variation
4152692-2,Erdölgeologie,Geologie
4152709-4,Erdrutsch,Rutschung | Bergsturz
4152714-8,Erdstrom,
4153256-9,Sprengseismik,Seismik
4153374-4,Explorationsseismik,Seismik
4153410-4,Extensometer,
4153432-3,Extrusion Geologie,
4153639-3,Faltengebirge,Gebirge | Orogen
4153918-7,Feldgeologie,Geologie
4154916-8,Flussterrasse,"Terrasse,Geologie"
4156146-6,Gebirgsdruck,Druck
4156233-1,Gefaltete Molasse,Molasse
4156675-0,Geoelektrik,Geophysik
4156676-2,Geoelektrische Tiefensondierung,Tiefensondierung
4156695-6,Geologische Korrelation,
4156696-8,Geologische Struktur,Struktur
4156698-1,Geologisches Fenster,
4156700-6,Geomechanische Eigenschaft,Eigenschaft
4156738-9,Geofon,
4156740-7,Geophysikalischer Tiefenaufschluss,
4156771-7,Geotechnik,Angewandte Geologie | Bautechnik | Ingenieurgeologie
4156772-9,Geothermische Anomalie,Geothermische Energie
4157158-7,Gesteinsmagnetismus,Erdmagnetismus | Magnetismus
4157506-4,Glazialgeologie,Geologie
4157507-6,Glazialisostasie,Isostasie
4157973-2,Grabenbruch,"Störung,Geologie | Rift | Rifting | Taphrogenese"
4158411-9,Grundstoff,Rohstoff
4159340-6,Hebungsgebiet,
4160947-5,Hydrothermale Lösung,
4160948-7,Hydrothermale Metamorphose,"Metamorphose,Geologie"
4161765-4,Inkrustation Geologie,
4162562-6,Isostasie,
4162579-1,Isotopengeologie,Geologie
4162908-5,Junges Faltengebirge,Faltengebirge
4164174-7,Kleintektonik,Tektonik
4164256-9,Kluft,Lithoklase | Klüftung
4164515-7,Kohlengeologie,Geologie
4165536-9,Kraton,
4165817-6,Kruste,
4165818-8,Krustenbewegung,Tektonik
4166921-6,Laufzeitseismik,Seismik
4167691-9,Lineament,"Störung,Geologie"
4168517-9,Magmakammer,Magmatismus
4168603-2,Magnetotellurik,
4168877-6,Marginalbecken,"Becken,Geologie"
4169363-2,Melange Geologie,Olistostrom
4169850-2,Mikroseismik,Seismik
4169941-5,Militärgeologie,Geologie
4170030-2,Mineralmagnetismus,Magnetismus | Gesteinsmagnetismus
4170300-5,Modellseismik,Seismik | Seismogramm
4170496-4,Montangeologie,Geologie
4170498-8,Montanwissenschaften,
4172233-4,Obere Meeresmolasse,Molasse | Meeresmolasse | Miozän
4172237-1,Oberer Erdmantel,Erdmantel
4172634-0,Ophiolithdecke,Vulkanische Decke
4172848-8,Orogen,Gebirge | Faltengebirge
4172850-6,Orogenese,Tektogenese
4173109-8,Paläogeophysik,Geophysik
4173115-3,Paläomagnetismus,Erdmagnetismus
4173119-0,Paläotektonik,Tektonik
4173120-7,Paläovulkanologie,Vulkanologie
4173125-6,Palagonitisation,
4173963-2,Petrotektonik,Tektonik
4174995-9,Polbewegung,
4175354-9,Pongola-Sediment,
4175565-0,Präzisionsgravimetrie,Gravimetrie
4175865-1,Progressive Metamorphose,"Metamorphose,Geologie"
4176425-0,P-Welle,Seismische Welle
4177335-4,Reflexionsseismik,Sprengseismik
4178145-4,Rift,"Störung,Geologie | Grabenbruch | Rifting"
4178885-0,Säkularvariation,Erdmagnetismus
4179001-7,Salzstockfamilie,Salzstock
4179148-4,Satellitengeologie,Geologie
4179248-8,Saxonische Tektonik,Tektonik
4179498-9,Scherfläche,
4179925-2,Schollenhebung,"Hebung,Geologie"
4179926-4,Schollenverschiebung,Krustenbewegung
4180328-0,Schwarmbeben,Erdbeben
4180621-9,Seebeben,Erdbeben
4180758-3,Seismik,Seismologie
4180760-1,Seismische Geschwindigkeit,Geschwindigkeit | Seismologie
4180762-5,Seismische Welle,Welle
4180763-7,Seismisches Moment,Seismologie
4180764-9,Seismoakustik,
4180765-0,Seismogramm,Seismometer
4180766-2,Seismometer,
4180767-4,Seismotektonik,Tektonik
4181092-2,Setzung,Bergsenkung
4183400-8,Störungstektonik,Tektonik
4183899-3,Subduktion,Plattentektonik
4183986-9,Süß-Brackwassermolasse,Molasse
4184245-5,Syngenese,
4184246-7,Synklinale,Antiklinale
4184336-8,Tafel Geologie,"Kraton | Schild,Geologie"
4185425-1,Tiefensondierung,
4185426-3,Tiefentektonik,"Tektonik | Tiefenstruktur,Geologie"
4185439-1,Tiefseebohrung,
4185688-0,Tonmineralogie,Mineralogie | Tonmineral
4185981-9,Trennfläche,
4186708-7,Ultrabasischer Auswürfling,Auswürfling
4187341-5,Valanginium,Unterkreide
4187424-9,Variskische Gebirgsbildung,Orogenese
4188076-6,Vertikaltektonik,Tektonik
4188771-2,Vulkanfeld,Vulkan
4188776-1,Vulkanologie,Vulkanismus | Vulkan | Vulkanologe
4190051-0,Wirtschaftsgeologie,Geologie
4190964-1,Zirkonstratigraphie,Stratigraphie
4191566-5,Erdmagnetisches Feld,Erdmagnetismus
4191698-0,Grundwasserbildung,Grundwasser
4194304-1,Minerogenie,
4202327-0,Geotraverse,
4202650-7,Karstlehrpfad,Lehrpfad
4204258-6,Plattengrenze,Plattentektonik
4204335-9,Expansionstheorie,
4205410-2,Lahar,Vulkanismus | Schlammstrom
4206678-5,Molassebecken,
4206987-7,Schichtenfolge,"Schicht,Geologie"
4211579-6,Epirogenese,Krustenbewegung
4225664-1,Strukturgeologie,Geologie | Tektonik
4227077-7,Lavastrom,Lava
4227948-3,Polje,Karstbecken
4227957-4,Drucklösung,
4228012-6,Oberflächengeologie,Geologie
4229624-9,Lavadom,"Dom,Geologie"
4233684-3,Gauß-Bündel-Methode,Strahlengleichung
4237213-6,Störung Geologie,Geologische Struktur
4238886-7,Konvertierte Welle,Seismische Welle
4240517-8,Vulkanische Decke,"Decke,Geologie"
4240519-1,Tektonische Decke,"Decke,Geologie"
4242045-3,Abscherung,
4245125-5,Dom Geologie,
4245939-4,Tägliche erdmagnetische Variation,Erdmagnetische Variation
4245941-2,Erdmagnetische Variation,Erdmagnetisches Feld | Erdmagnetische Pulsation
4246742-1,Geophysikalisches Jahr,Internationale Polarjahre | Geophysik | Forschungsprogramm
4248634-8,Präneogene Tektonik,Tektonik
4251569-5,Umweltgeologie,Geologie
4251577-4,Flözwellenseismik,Seismik
4252971-2,Dekonvolution,
4257829-2,Neptunismus,
4259783-3,Seismischer Reflektor,Seismometer
4259789-4,Bohrlochgravimetrie,Gravimetrie
4261172-6,Seismisches Profil,Geologisches Profil
4261294-9,Geologisches Profil,
4261537-9,Refraktionsseismik,Sprengseismik
4261543-4,Caldera,"Krater,Vulkanismus"
4264336-3,Passiver Erddruck,Erddruck
4265837-8,Tektonische Geomorphologie,Geomorphologie
